pmcid	unmapped_diseases
PMC5599353	['salt-induced hypertension', 'kidney injury']
PMC5599463	['inflammatory and immune disorders']
PMC5599518	['bone defect']
PMC5599767	['hiv-1']
PMC5599917	['high-altitude retinopathy']
PMC5600145	['burn wound infection']
PMC5600417	['dengue virus infection']
PMC5600709	['heart failure with preserved systolic function']
PMC5600962	['neonatal brain injury']
PMC5601121	['metastatic melanoma']
PMC5601261	['disuse osteopenia']
PMC5601400	['cisplatin-induced hearing loss']
PMC5601626	['solid tumors']
PMC5601649	['age-related vascular diseases', 'hcy-induced microvascular diseases']
PMC5601657	['obesity-related hepatocellular carcinoma']
PMC5601668	['breast cancer bone metastases']
PMC5601710	['kras-mutant non-small cell lung cancer']
PMC5601719	['ovarian cancer metastasis']
PMC5601738	['hepatocarcinoma']
PMC5601784	['liver ischemia-reperfusion injury', 'metastatic progression']
PMC5602461	['wound healing']
PMC5602843	['bupivacaine-induced cardiac arrest']
PMC5603077	['xenograft rejection']
PMC5603554	['restenosis']
PMC5603630	['ethanol intoxication']
PMC5603670	['methamphetamine-induced blood-brain barrier damage']
PMC5603751	['alcoholic liver injury']
PMC5604742	['hiv-1 infection']
PMC5605538	['allergic inflammatory diseases']
PMC5605636	['myocardial fibrosis']
PMC5605660	['myocardial ischemia/reperfusion injury']
PMC5605718	['systemic fungal infection']
PMC5605930	['sugar cataract', 'chronic diabetic complications']
PMC5606289	['solid tumors', 'aggressive leukemias']
PMC5607317	['spinal nerve root injuries']
PMC5607339	['highly pathogenic avian influenza virus infection']
PMC5607346	['doxorubicin cardiotoxicity']
PMC5607498	['severe craniocerebral injury']
PMC5607650	['her2-positive breast cancer']
PMC5607829	['neurodegeneration']
PMC5607976	['renal damage']
PMC5608359	['perinatal hypoxic-ischemic brain injury']
PMC5608758	['polyglutamine diseases']
PMC5608913	['kidney injury']
PMC5609110	['t cell-mediated acute rejection']
PMC5609174	['restenosis']
PMC5609211	['chronic gastritis']
PMC5609300	['chronic liver injury']
PMC5609356	['cardiac fibrosis']
PMC5609527	['extremity in-transit melanoma']
PMC5609604	['minimal hepatic encephalopathy']
PMC5609798	['mesh-related infections']
PMC5609927	['undifferentiated pleomorphic sarcoma']
PMC5609989	['brain gliomas']
PMC5609995	['diabetic cognitive dysfunction']
PMC5610477	['intra-abdominal candidiasis']
PMC5610535	['bacterial keratitis']
PMC5610546	['ferroptosis-related diseases']
PMC5610585	['diabetic peripheral neuropathy']
PMC5610838	['bone tissue regeneration']
PMC5610873	['testicular torsion/detorsion-induced ischemia/reperfusion injury']
PMC5611512	['klebsiellosis']
PMC5611721	['chemotherapy-induced central nervous system neurotoxicity']
PMC5613197	['ischemic brain injury']
PMC5613198	['salivary adenoid cystic carcinoma']
PMC5613638	['severe asthma']
PMC5613710	['cardiac ischemia-reperfusion injury']
PMC5613730	['multiple organ failure syndrome']
PMC5614336	['myocardial ischemia/reperfusion injury']
PMC5614540	['allergic diseases']
PMC5614562	['chronic hbv infection']
PMC5615151	['lung damage']
PMC5615225	['white matter brain injury', 'neuropathology in preterm infants']
PMC5615919	['chronic liver injury', 'acute liver injury']
PMC5615926	['glucose dysregulation']
PMC5615937	['smoking cessation']
PMC5616121	['prostatic carcinoma']
PMC5617386	['radiation-induced lung injury']
PMC5617393	['hpv-associated disease']
PMC5617396	['neonatal hypoxic-ischaemic brain injury']
PMC5617419	['arrhythmias']
PMC5617466	['pancreatic cancer pain']
PMC5617490	['osteosarcoma lung metastasis']
PMC5617494	['myelosuppression']
PMC5617653	['metaphyseal chondrodysplasia type schmid']
PMC5617764	['methamphetamine addiction']
PMC5617833	['sepsis-induced liver dysfunction', 'sepsis-associated liver fibrosis']
PMC5617917	['restenosis']
PMC5618218	['complex regional pain syndrome type i']
PMC5618304	['disseminated cancer']
PMC5618477	['angina']
PMC5618479	['postoperative cognitive impairments']
PMC5618606	['dengue virus infection']
PMC5618621	['acute edema']
PMC5618638	['manganism']
PMC5618675	['ischaemia diseases']
PMC5618678	['hepatic ischaemia/reperfusion injury']
PMC5618683	['cardiac diastolic dysfunction']
PMC5618684	['non?small cell lung cancer']
PMC5618702	['gastric lesions']
PMC5618705	['chronic graft?versus?host disease']
PMC5619710	['post-cardiac arrest coma']
PMC5620174	['inflammatory diseases']
PMC5620195	['metastatic colorectal cancer']
PMC5620222	['haematological malignancies']
PMC5621812	['burn wounds']
PMC5622086	['acinetobacter baumannii infections']
PMC5622306	['non-infectious uveitis']
PMC5622973	['transient global ischemia']
PMC5623097	['hiv-peripheral neuropathy']
PMC5623653	['heartland virus infection']
PMC5623739	['diffuse large b?cell lymphoma']
PMC5623782	['late-onset hypogonadism']
PMC5623805	['solid malignancies']
PMC5625529	['osteonecrosis of the femoral head']
PMC5625638	['arterial restenosis']
PMC5626415	['hepatic injury']
PMC5626520	['polymicrobial sepsis']
PMC5626640	['her2-positive breast cancer']
PMC5626647	['b-cell malignancies']
PMC5627010	['streptococcus suis infection']
PMC5627301	['influenza a', 'influenza b']
PMC5627316	['myxomatous mitral valve degeneration']
PMC5627585	['generalized pustular psoriasis']
PMC5627735	['doxorubicin-induced cardiomyopathy']
PMC5627737	['acute paraquat poisoning']
PMC5627750	['ischemic disease']
PMC5627757	['metastatic melanoma']
PMC5628124	['castration resistant prostate cancer']
PMC5628275	['inflammation-related pain']
PMC5628276	['chronic liver damage']
PMC5628699	['neuronal apoptosis related to cardiopulmonary bypass']
PMC5628903	['hsv infection', 'unintended pregnancy']
PMC5629103	['basal-like/triple-negative breast cancers']
PMC5630213	['hepatic reperfusion injury']
PMC5630351	['solid cancers']
PMC5630453	"[""multicentric castleman's disease""]"
PMC5630684	['right heart failure']
PMC5632197	['human african trypanosomiasis']
PMC5632312	['bipolar mania']
PMC5632469	['aseptic loosening']
PMC5632533	['pneumococcal bacteremia']
PMC5632591	['arteriovenous graft stenosis']
PMC5632684	['osteoclast-related diseases']
PMC5632906	['anemia of chronic disease']
PMC5633246	['oral carcinogenesis']
PMC5633255	['solid tumors']
PMC5633264	['ebola']
PMC5633550	['pancreatic neuroendocrine tumors']
PMC5634297	['ischemic cardiomyopathy', 'ventricular arrhythmia']
PMC5634300	['cardiac fibrosis']
PMC5635221	['ischemic injury']
PMC5635469	['myocardial cell injury']
PMC5635971	['pathological aggression']
PMC5635996	['coronary reactive hyperemia']
PMC5636061	['hiv']
PMC5636079	['cutaneous wound healing']
PMC5636088	['non-unions']
PMC5638328	['severe inflammatory diseases']
PMC5638829	['mesangioproliferative glomerulonephritis']
PMC5639174	['kidney ischemia and reperfusion injury']
PMC5639405	['severe pulmonary infection']
PMC5639423	['growth impairment']
PMC5640216	['severe burn injury']
PMC5640468	['repetitive mild traumatic brain injury']
PMC5640636	['peritoneal adhesions']
PMC5641064	['metastatic hepatocellular carcinoma']
PMC5641093	['high-grade gliomas']
PMC5641165	['radiation-induced oral mucositis']
PMC5641222	['global brain ischemia']
PMC5641261	['solid tumors']
PMC5641628	['diet-induced obesity']
PMC5642125	['heart ischemia and reperfusion injury']
PMC5642322	['local anesthetic-induced cardiac arrest']
PMC5642473	['metastatic melanomas']
PMC5642486	['radiation-induced intestinal fibrosis']
PMC5642494	['hormone receptor positive metastatic breast cancer']
PMC5642497	['stress-related psychological disorders']
PMC5642514	['microsatellite instable colorectal cancer']
PMC5642598	['neuroendocrine cancer']
PMC5643040	['retinal ischemic reperfusion injury']
PMC5643223	['cardiac allograft vasculopathy']
PMC5644366	['inflammatory pain']
PMC5644558	['superficial bladder cancers']
PMC5645063	['chronic myocardial ischemia']
PMC5645207	['cocaine use disorder']
PMC5645299	['ischemic mitral regurgitation']
PMC5645536	['global ischemia']
PMC5645590	['inflammatory pain']
PMC5646335	['acute biliary infection']
PMC5646421	['cyanotic congenital heart disease', 'shunt thrombosis']
PMC5646816	['rabies virus infection']
PMC5646959	['peritoneal injury']
PMC5647014	['graft rejection']
PMC5647042	['lidocaine-induced myelin damage']
PMC5647045	['severe acute pancreatitis']
PMC5647063	['cerebral ischemia-reperfusion injury']
PMC5647066	['cardiac fibrosis']
PMC5647083	['liver toxicity']
PMC5647704	['cerebral ischemia-reperfusion injury']
PMC5647749	['olfactory dysfunction']
PMC5648044	['morphine tolerance']
PMC5648230	['ocular surface disorders']
PMC5648500	['chronic renal tubular interstitial fibrosis']
PMC5648795	['vibrio vulnificus infection']
PMC5649369	['inflammatory diseases']
PMC5649924	['metastatic breast cancer']
PMC5649933	['advanced ovarian cancer']
PMC5650343	['vascular cognitive impairment']
PMC5650379	['myocardial ischemia-reperfusion injury']
PMC5650422	['neonatal hypoxic-ischemic brain injury']
PMC5650652	['cancer-induced bone pain']
PMC5651057	['hepatotoxicity']
PMC5651254	['l-dopa induced dyskinesia']
PMC5651470	['menopausal symptoms']
PMC5651476	['testicular ischemia-reperfusion injury']
PMC5651533	['b. anthracis infection', 'toxin-associated shock']
PMC5652241	['radiation-induced lung injury']
PMC5652245	['liver metastases', 'lung metastases']
PMC5652284	['zika virus-associated congenital microcephaly']
PMC5652306	['neuroinflammatory effects of trauma']
PMC5652740	['hiv-1 infection']
PMC5652775	['retinal neovascularization related disease']
PMC5653276	['hiv']
PMC5653645	['skeletal muscle fibrosis', 'cardiac muscle fibrosis']
PMC5653761	"[""alzheimer's"", 'cat allergy']"
PMC5653885	['burn wound']
PMC5654193	['thallium poisoning']
PMC5654224	['bone defects']
PMC5654513	['drug-induced hepatotoxicity']
PMC5654549	['recurrent urinary tract infections']
PMC5655031	['device-associated biofilm infections']
PMC5655044	['skin infection']
PMC5655200	['cerebral ischemia/reperfusion injury', 'ischemic cerebral injury']
PMC5655218	['idiopathic nonspecific interstitial pneumonia']
PMC5655689	['solid tumors']
PMC5656013	['behavioral addictions']
PMC5656176	['advanced solid tumors', 'refractory lymphoma']
PMC5656679	['ischemic retinal degeneration']
PMC5656733	['human immunodeficiency virus', 'herpes simplex virus-2', 'human papillomavirus', 'unintended pregnancy']
PMC5656911	['chemotherapy?induced neuropathic pain']
PMC5657186	['methamphetamine addiction']
PMC5658029	['severe inflammation', 'multi-organ system failure', 'severe polymicrobial peritonitis']
PMC5658298	['colorectal cancer liver metastasis']
PMC5658712	['myocardial ischemia/reperfusion injury']
PMC5658723	['chronic heart failure']
PMC5658739	['myocardial ischemia-reperfusion injury']
PMC5658927	['allograft rejection']
PMC5659061	['chronic kidney disease-associated sarcopenia']
PMC5659682	['pheochromocytomas/paragangliomas']
PMC5660212	['neutrophilic asthma']
PMC5660242	['acute wound healing']
PMC5660930	['stimulant use disorders']
PMC5660937	['inflammatory pain']
PMC5661100	['kidney damage']
PMC5661507	['castration-resistant prostate cancer']
PMC5661626	['her2-positive cancer']
PMC5661627	['cutaneous scar repair']
PMC5661976	['brain metastasis']
PMC5662280	['her2-positive adenocarcinoma']
PMC5662589	['intestinal mucositis']
PMC5662816	['hepatic ischemia reperfusion injury']
PMC5663241	['bacterial lung infection']
PMC5663502	['pancreatic ductal adenocarcinomas']
PMC5663550	['brain metastases of breast cancer']
PMC5663934	['castration-resistant prostate cancer']
PMC5664274	['diabetes-induced cardiovascular disease']
PMC5665883	['thromboembolic disorders', 'thrombotic disorders']
PMC5665899	['obesity-induced hyperinsulinemia']
PMC5665902	['myocardial ischemia-reperfusion injury']
PMC5666029	['metastatic lymph nodes']
PMC5666324	['behavioral dysfunction']
PMC5666376	['ricin intoxication']
PMC5666736	['inflammation-induced bone loss']
PMC5666742	['acute myocardial infarct']
PMC5666756	['solid cancer']
PMC5666785	['radiation-induced intestinal toxicity']
PMC5666800	['uvb-induced skin damage']
PMC5666858	['skin injuries']
PMC5667287	['septic ileus']
PMC5667445	['morphine tolerance']
PMC5667999	['non-small lung cancer']
PMC5668139	['pediatric liver cancer']
PMC5668161	['her2-overexpressing cancer']
PMC5668174	['estrogen receptor negative breast cancer']
PMC5668242	['post-stroke depression']
PMC5668317	['renal ischemia-reperfusion injury']
PMC5668348	['radiation-induced lethality']
PMC5668389	['cancer-induced bone pain']
PMC5668468	['diabetic foot ulcers']
PMC5668924	['uvb-induced wrinkles']
PMC5668986	['bone cancer pain']
PMC5669108	['diabetic wounds']
PMC5669941	['testicular oxidative stress injury']
PMC5669998	['pancreatic neuroendocrine tumors']
PMC5670014	['pancreatic ductal adenocarcinoma cancer']
PMC5670141	['myocardial ischemia/reperfusion injury']
PMC5670727	['knee osteoarthritis pain']
PMC5671550	['gastrointestinal damage']
PMC5671559	['bone infection']
PMC5671610	['ocular disease']
PMC5671641	['spinal cord ischemia-reperfusion injury']
PMC5671670	['intestinal ischemia']
PMC5671671	['steroid-associated osteonecrosis of the femoral head']
PMC5671732	['pseudomonas aeruginosa pneumonia']
PMC5671749	['acute liver injury']
PMC5671935	['digestive cancers']
PMC5671976	['myocardial ischemia reperfusion injury-induced left ventricular remodelling']
PMC5672098	['implantation failure']
PMC5672794	['malignant tumors']
PMC5673045	['persistent pain']
PMC5673049	['t cell acute lymphoblastic leukemia']
PMC5673125	['acute kidney disease']
PMC5673212	['lung infections']
PMC5673538	['hiv']
PMC5674043	['her2 positive breast cancer']
PMC5674512	['allergic th2 immune responses']
PMC5675564	['epo-resistant anemia']
PMC5675611	['b cell precursor acute lymphoblastic leukemia']
PMC5675661	['traumatic spinal cord injury']
PMC5675680	['advanced prostate cancer']
PMC5675695	['alcoholic fatty liver disease']
PMC5675763	['trigeminal neuropathic pain']
PMC5675787	['head & neck cancers']
PMC5675803	['hemorrhagic transformation']
PMC5675872	['autoimmune demyelinating diseases']
PMC5676052	['cognitive decline of aging']
PMC5676478	['complex regional pain syndrome type i']
PMC5676711	['t cell acute lymphoblastic leukemia']
PMC5676824	['postoperative adhesions']
PMC5677090	['fragile-x syndrome']
PMC5677298	['amitriptyline poisoning']
PMC5677555	['inflammatory pain']
PMC5678031	['skin injury']
PMC5678041	['chronic vocal fold scarring']
PMC5678112	['transplantation rejection']
PMC5678128	['ischemic retinopathy']
PMC5678161	['nlrp3 inflammasome-related diseases']
PMC5678531	['post-radical prostatectomy erectile dysfunction']
PMC5678691	['undifferentiated pleomorphic sarcoma']
PMC5678756	['acute radiation-induced gi syndrome']
PMC5678975	['hiv']
PMC5679060	['myeloid neoplasia']
PMC5679172	['cryopyrin-associated autoinflammatory syndrome']
PMC5680089	['myocardial ischemia/reperfusion injury']
PMC5680104	['arthritis pain']
PMC5680121	['sonic hedgehog-subgroup medulloblastoma']
PMC5680172	['hepatic ischemia reperfusion injury']
PMC5680573	['retinal degenerative diseases']
PMC5680594	['ischemic damage in the spinal cord']
PMC5680620	['acute myocardial ischemia']
PMC5680796	['her2-driven breast cancer']
PMC5680919	['cisplatin nephrotoxicity']
PMC5681314	['atherosclerotic disease']
PMC5681453	['volumetric muscle loss']
PMC5681513	['cocaine overdose']
PMC5681754	['bone defect']
PMC5681869	['female sexual interest and arousal disorder']
PMC5681896	['burn injury']
PMC5682056	['vitreomacular traction']
PMC5682090	['diabetic ulcer']
PMC5682309	['allograft rejection']
PMC5682342	['sepsis-induced acute kidney injury']
PMC5682649	['acetaminophen-induced liver injury']
PMC5682903	['cardiac dysfunction']
PMC5682960	['corneal nerve damage']
PMC5683542	['aseptic loosening']
PMC5683707	['age?related macular degeneration']
PMC5683900	['cocaine use disorder']
PMC5684375	['diabetic mellitus']
PMC5684414	['intestinal infarction']
PMC5684613	['hiv/aids']
PMC5684753	['memory impairment']
